47.48790000,9.33823000,60.64230000
18.96980000,60.13080000,38.54910000
15.12240000,42.60870000,65.22850000
15.12280000,42.57520000,65.25150000
64.59960000,42.72070000,1.03036000
73.09100000,6.78265000,4.30080000
41.33660000,46.91880000,45.62450000
12.38860000,61.24150000,40.23400000
46.31400000,37.01370000,39.08140000
46.48810000,9.24437000,61.40840000
43.52700000,41.16370000,53.53490000
25.38600000,53.44640000,45.31380000
13.62310000,31.43050000,66.52280000
25.43940000,13.79040000,65.61470000
17.27200000,10.83090000,68.29820000
60.29480000,9.14650000,44.27940000
63.65170000,7.02148000,39.99410000
63.52820000,47.33430000,5.08719000
18.18680000,60.92510000,37.68580000
13.70350000,61.31030000,39.78550000
37.37110000,17.85320000,65.86970000
31.76660000,28.18970000,61.34970000
48.73520000,-6.40960000,59.96230000
49.25630000,-3.39439000,60.03180000
47.38280000,6.05288000,60.96270000
48.83610000,2.27316000,59.97360000
-45.02820000,-16.90430000,43.88420000
